bgg_id,name,url,date_published,bernhard_loehlein,christoph_schlewinski,harald_schrapers,hauke_petersen,johanna_france,julia_zerlik,karsten_grosser,manuel_fritsch,maren_hoffmann,martin_klein,martina_fuchs,michaela_poignee,nico_wagner,sandra_lemburger,stefan_gohlisch,stefanie_marckwardt,stephan_kessler,tim_koch,tobias_franke,udo_bartsch
269146,Yōkai,https://www.spiel-des-jahres.de/kritikenrundschau-yokai-die-geister-die-wir-riefen/,2020-12-11T07:00:31+00:00,,8,6,,,8,,9,,,5,,,,,,9,8,,
300531,Paleo,https://www.spiel-des-jahres.de/kritikenrundschau-paleo-mit-einem-faustkeil-durch-die-nacht/,2020-12-18T08:00:43+00:00,,,5,,,7,,6,,,6,,,,10,,,,,9
318977,MicroMacro: Crime City,https://www.spiel-des-jahres.de/kritikenrundschau-micromacro-crime-city-wimmelbild-mit-mord/,2021-01-12T07:00:17+00:00,8,9,8,,,9,,8,,,6,,,,,,9,8,,
274960,Punktesalat,https://www.spiel-des-jahres.de/kritikenrundschau-punktesalat/,2021-01-18T07:00:30+00:00,,7,7,,,8,3,8,,,8,,,,10,,,,,
318195,Biss 20,https://www.spiel-des-jahres.de/kritikenrundschau-biss-20/,2021-01-25T09:31:45+00:00,9,,,,,7,,,,,,,,,8,,,8,,
283294,Yukon Airways,https://www.spiel-des-jahres.de/kritikenrundschau-yukon-airways-ruf-der-luftigen-wildnis/,2021-01-29T07:00:01+00:00,6,,,,,9,,5,,,,,,,,,8,,,5
302917,King of 12,https://www.spiel-des-jahres.de/kritikenrundschau-king-of-12/,2021-02-03T07:00:41+00:00,,7,6,,,5,,,,,,,,,,,,4,,
281194,Flick of Faith,https://www.spiel-des-jahres.de/kritikenrundschau-flick-of-faith-schnipsen-fuer-die-goetter/,2021-02-26T07:00:29+00:00,,8,,,,9,,,,,6,,,,,,,5,,
312484,Die verlorenen Ruinen von Arnak,https://www.spiel-des-jahres.de/kritikenrundschau-die-verlorenen-ruinen-von-arnak-abenteuer-mit-wechselkurs/,2021-03-05T07:00:06+00:00,6,9,,,,8,,9,,,,,,,10,,5,,,
300322,Hallertau,https://www.spiel-des-jahres.de/kritikenrundschau-hallertau-unser-dorf-soll-schoener-werden/,2021-03-15T07:00:35+00:00,8,7,,,,7,,,,,,,,,,,,,,7
253664,Taco Katze Ziege Käse Pizza,https://www.spiel-des-jahres.de/kritikenrundschau-taco-katze-ziege-kaese-pizza-im-rhythmus-des-narwals/,2021-03-24T07:00:53+00:00,,8,8,,,8,,,,,9,,,,,,,,,8
296557,Zen Garden,https://www.spiel-des-jahres.de/kritikenrundschau-zen-garden-des-kaisers-neuer-garten/,2021-03-29T06:00:33+00:00,8,,,,,6,,,,,,,,,,,,,,7
281259,Die Insel der Katzen,https://www.spiel-des-jahres.de/kritikenrundschau-insel-der-katzen-frischer-fisch-an-deck/,2021-04-15T06:00:03+00:00,8,,,,,6,,9,,,,,5,,,,,,,
316858,CloudAge,https://www.spiel-des-jahres.de/kritikenrundschau-cloudage-mit-dem-kopf-in-den-wolken/,2021-05-10T08:10:28+00:00,,,8,,,5,,9,,,,,,,,,,,,6
246784,Cryptid,https://www.spiel-des-jahres.de/kritikenrundschau-cryptid-nessi-und-das-logikraetsel/,2021-12-02T07:00:40+00:00,,9,7,,,10,,9,,,,,8,,,,7,9,,
314491,Meadow,https://www.spiel-des-jahres.de/kritikenrundschau-meadow-auf-der-wiese-sind-die-plaettchen-los/,2021-12-15T07:00:26+00:00,8,,5,,,5,,,,,,,5,,,,,,,5
316554,Dune Imperium,https://www.spiel-des-jahres.de/kritikenrundschau-dune-imperium-wueste-wuerzmischung/,2021-12-21T07:00:23+00:00,,8,9,,,9,,8,,,,,9,,,,5,,,8
325698,Juicy Fruits,https://www.spiel-des-jahres.de/kritikenrundschau-juicy-fruits/,2022-01-11T07:00:07+00:00,5,5,,,,8,,5,,,,,,,,,,,,
329084,Space Dragons,https://www.spiel-des-jahres.de/kritikenrundschau-space-dragons-wo-die-wilden-drachen-wohnen/,2022-01-14T07:00:38+00:00,,8,7,,,9,,8,,,,,9,,,,8,,,
342942,Arche Nova,https://www.spiel-des-jahres.de/kritikenrundschau-arche-nova-expedition-ins-tierreichtableau/,2022-02-03T10:54:14+00:00,,,,,,9,,8,,,,,7,,,,8,,,5
346501,Mille Fiori,https://www.spiel-des-jahres.de/kritikenrundschau-mille-fiori-abstraktes-aus-glas/,2022-02-21T07:00:53+00:00,,10,9,,5,,,9,,,,,,,,,,,,7
329839,So Kleever!,https://www.spiel-des-jahres.de/kritikenrundschau-so-kleever-wortfelder-im-gruenen-klee/,2022-03-02T07:00:31+00:00,,,6,,,9,,7,,,5,,7,,,,8,7,,8
300905,Top Ten,https://www.spiel-des-jahres.de/kritikenrundschau-top-ten/,2022-03-09T07:00:38+00:00,9,,8,,,9,,,,,8,,9,,,,,,,8
346703,7 Wonders Architects,https://www.spiel-des-jahres.de/kritikenrundschau-7-wonders-architects-einfach-weltwunder-bauen/,2022-03-17T07:00:35+00:00,8,,5,,4,7,,,,,7,,,,,,4,8,,5
227224,Die Rote Kathedrale,https://www.spiel-des-jahres.de/kritikenrundschau-die-rote-kathedrale-eine-wuerfelkirche-fuer-den-zaren/,2022-03-25T07:00:46+00:00,5,6,,,,5,,8,,,,,,,,,,,,3
295947,Cascadia,https://www.spiel-des-jahres.de/kritikenrundschau-cascadia-wo-fuchs-und-lachs-sich-gute-nacht-sagen/,2022-04-27T06:00:50+00:00,,7,8,,,10,,8,,,,,7,,5,,9,,,5
353150,Fyfe,https://www.spiel-des-jahres.de/kritikenrundschau-fyfe-steinchen-sand-und-solopuzzle/,2022-11-08T07:00:48+00:00,8,,,,7,5,,,,,,,4,,,,3,,,5
177478,Iki,https://www.spiel-des-jahres.de/kritikenrundschau-iki-urbanitaet-und-raffinesse/,2022-11-16T07:59:51+00:00,,,,,,,,8,9,,,,7,,,,,,,
356742,KuZOOka,https://www.spiel-des-jahres.de/kritikenrundschau-kuzooka-die-zoogenannte-freiheit/,2023-01-23T08:16:40+00:00,,,5,,5,7,,5,5,,8,,,,,,5,5,,5
271601,Feed the Kraken,https://www.spiel-des-jahres.de/kritikenrundschau-feed-the-kraken-piraterie-mit-hindernissen/,2023-02-02T07:00:12+00:00,,6,,,,4,,,8,,,,,,,,,,,7
364073,Splendor Duel,https://www.spiel-des-jahres.de/kritikenrundschau-splendor-duel-juwelenjagd-fuer-zwei/,2023-02-10T07:00:47+00:00,,9,,,8,6,,8,,,,,,,,,,,,5
341530,Super Mega Lucky Box,https://www.spiel-des-jahres.de/kritikenrundschau-super-mega-lucky-box-kreuzchen-mond-und-sterne/,2023-02-23T08:43:01+00:00,,9,,,,5,,,,,,,4,,8,,,,,7
357563,Akropolis,https://www.spiel-des-jahres.de/kritikenrundschau-akropolis-griechischer-stein/,2023-03-10T07:00:44+00:00,6,7,8,,8,9,,,,,,,7,,,,,,,5
256513,Animal Kingdoms,https://www.spiel-des-jahres.de/kritikenrundschau-animal-kingdoms-fantastische-tierwesen-und-wo-sie-liegen/,2023-03-20T07:00:50+00:00,7,,7,,,5,,,,,,,,,,,6,,,
305096,Endless Winter,https://www.spiel-des-jahres.de/kritikenrundschau-endless-winter-materialschlacht-in-der-eiszeit/,2023-04-05T06:00:41+00:00,,,,,,,,,8,,,,,,,,,7,,3
370591,Dorfromantik,https://www.spiel-des-jahres.de/kritikenrundschau-dorfromantik-stadtflucht-mit-plaettchen/,2023-04-19T06:00:50+00:00,8,,8,,7,6,5,8,9,,9,,5,,9,,6,5,,8
353545,Next Station London,https://www.spiel-des-jahres.de/kritikenrundschau-next-station-london-planung-im-untergrund/,2023-04-25T06:00:54+00:00,6,8,7,,8,4,,,,,,,7,,9,,8,,,8
359970,Challengers!,https://www.spiel-des-jahres.de/kritikenrundschau-challengers-party-auf-der-seitenlinie/,2023-05-04T08:46:59+00:00,8,8,8,,5,3,,7,,,7,,6,,5,,6,7,,8
378983,Tipperary,https://www.spiel-des-jahres.de/kritikenrundschau-tipperary-puzzlen-auf-der-gruenen-insel/,2023-10-17T05:33:37+00:00,,,,,5,,,,,,,,,,,,,,5,5
362986,Tribes of the Wind,https://www.spiel-des-jahres.de/kritikenrundschau-tribes-of-the-wind-umweltaufraeumtrupp-mit-farbkarten/,2023-10-25T07:35:36+00:00,,,,,,,,9,,,,8,,,8,,8,,,5
335275,Heiße Hexenkessel,https://www.spiel-des-jahres.de/kritikenrundschau-heisse-hexenkessel-zackig-zauberzutaten-zusammenschuetten/,2023-11-08T06:32:25+00:00,,,,,,8,,8,8,,7,8,7,,,,,8,,
356123,Turing Machine,https://www.spiel-des-jahres.de/kritikenrundschau-turing-machine-deduktionsprogramm/,2023-11-17T06:51:03+00:00,,,,,,3,,,,,8,8,6,,,,4,,5,5
234260,Schnitzeljagd,https://www.spiel-des-jahres.de/kritikenrundschau-schnitzeljagd-fressen-ist-glueckssache/,2023-11-27T06:30:17+00:00,,,,,,7,7,,8,,3,,,,,,,6,8,
352515,Trio,https://www.spiel-des-jahres.de/kritikenrundschau-trio-die-heilige-dreikartigkeit/,2023-12-08T06:29:52+00:00,,,8,,,,,8,,,9,,,,,,7,,8,
334065,Sattgrün,https://www.spiel-des-jahres.de/kritikenrundschau-sattgruen-zimmerpflanzenpunktesalat/,2023-12-14T06:36:09+00:00,,,,,,,,,7,,,5,,,,,,,6,4
359394,My Island,https://www.spiel-des-jahres.de/kritikenrundschau-my-island-aus-der-stadt-auf-die-insel/,2024-01-10T06:35:23+00:00,,,,,,9,,,8,,,8,,,,,6,,,7
400205,5 Towers,https://www.spiel-des-jahres.de/kritikenrundschau-5-towers-turmgebiete/,2024-02-19T06:32:10+00:00,,,,,,,,3,,,,5,,,,,5,,5,5
390094,FTW?!,https://www.spiel-des-jahres.de/kritikenrundschau-ftw-hohe-mathematik-der-kleinen-zahlen/,2024-02-27T06:28:52+00:00,,,5,,,,,8,,,,,5,,,,,,8,
372631,Bücher der Zeit,https://www.spiel-des-jahres.de/kritikenrundschau-buecher-der-zeit-geordnetes-zeitenwenden/,2024-03-20T06:27:16+00:00,,9,,,,9,,,9,,,7,,,,,,,5,
396542,The Same Game,https://www.spiel-des-jahres.de/kritikenrundschau-the-same-game-das-ding-an-sich/,2024-03-27T07:02:37+00:00,,,8,,8,9,,8,,,,,5,,,,8,,,9
390092,Zug um Zug Legacy – Legenden des Westens,https://www.spiel-des-jahres.de/kritikenrundschau-zug-um-zug-legacy-schieneneinsatzverkehr/,2024-04-10T05:16:48+00:00,,,8,,,9,,,8,,8,9,,,,,7,,7,5
385529,The Vale of Eternity,https://www.spiel-des-jahres.de/kritikenrundschau-the-vale-of-eternity-drachen-zaehmen-schwer-gemacht/,2024-04-24T05:27:21+00:00,,,,,,,,8,,,8,,,,,,,,7,8
389102,Bier Pioniere,https://www.spiel-des-jahres.de/kritikenrundschau-bier-pioniere-die-gemaechliche-genese-des-gerstensafts/,2024-05-06T04:57:30+00:00,,,,,,8,,8,,,,9,,,,,,,7,9
366013,Heat,https://www.spiel-des-jahres.de/kritikenrundschau-heat-heisse-kisten-enge-kurven/,2024-05-14T05:19:42+00:00,,,5,,,,,,,,,8,3,,,,5,,9,5
393325,Captain Flip,https://www.spiel-des-jahres.de/kritikenrundschau-captain-flip-drehmomente-auf-see/,2024-05-28T05:35:58+00:00,,,7,,,,,,,,7,8,9,,,,4,,5,
413260,Botanicus,https://www.spiel-des-jahres.de/kritikenrundschau-botanicus-den-garten-warten/,2024-06-04T05:11:37+00:00,,,6,,,,,8,,,,9,7,,,,6,,,8
387514,Dungeon Designer,https://www.spiel-des-jahres.de/kritikenrundschau-dungeon-designer-boese-bauten/,2024-10-30T07:23:53+00:00,,,,,,9,,,8,,,5,,,,,,,5,
400314,Astrobienen,https://www.spiel-des-jahres.de/kritikenrundschau-astrobienen-waberndes-siegpunktsummen/,2024-11-18T06:44:46+00:00,,,,,,,,9,8,,,9,,,,,,,9,
411875,Pixies,https://www.spiel-des-jahres.de/kritikenrundschau-pixies-holla-die-waldfee/,2024-12-10T06:22:52+00:00,,,,,8,7,,,7,,,6,,,,,,,,6
367966,Endeavor: Die Tiefsee,https://www.spiel-des-jahres.de/kritikenrundschau-endeavor-tiefsee-tauchgaenge-in-die-spieltiefe/,2025-01-07T07:22:17+00:00,,,,,,,,,9,,,,,,,,,,8,6
424442,Miezekatze,https://www.spiel-des-jahres.de/kritikenrundschau-miezekatze-beatboxen-im-tatzentakt/,2025-03-03T09:11:22+00:00,,,,,,9,,,7,,,,,,8,,,,,
338960,Slay the Spire: Das Brettspiel,https://www.spiel-des-jahres.de/kritikenrundschau-slay-the-spire-das-brettspiel-zum-perfekten-deck/,2025-03-10T08:44:48+00:00,,,,,8,8,,,6,,7,,,,,,8,8,,
385761,Faraway,https://www.spiel-des-jahres.de/kritikenrundschau-faraway-weit-weit-fort-und-wieder-zurueck/,2025-03-13T16:39:37+00:00,,8,6,,8,9,,8,,,,8,,,,,,,,5
412911,Monkey Palace,https://www.spiel-des-jahres.de/kritikenrundschau-monkey-palace-wer-ist-der-koenig-im-affenstaat/,2025-03-19T06:45:05+00:00,,,5,,,,7,,8,,,,,,,,,,,
418059,SETI,https://www.spiel-des-jahres.de/kritikenrundschau-seti-horch-was-kommt-von-draussen-rein/,2025-04-11T05:18:36+00:00,,,,,,,,10,,,,8,,,,,,,9,
409031,Kathmandu,https://www.spiel-des-jahres.de/kritikenrundschau-kathmandu-yak-rally-durch-nepals-landschaft/,2025-04-16T06:11:10+00:00,,,,,,,,,,,,8,8,,,,5,,6,5
